,Наименование вакансии,Ссылка на вакансию,Минимальная з/п,Максимальная з/п,Валюта
631,Начальник отдела технологического сопровождения,https://kazan.hh.ru/vacancy/44988999?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
632,Ведущий инженер- технолог (аммиак),https://kazan.hh.ru/vacancy/38849069?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
633,Инженер-механик (сервисное обслуживание оборудования),https://kazan.hh.ru/vacancy/46397696?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,60000.0,,руб.
634,Менеджер по развитию продаж,https://kazan.hh.ru/vacancy/46224494?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
635,Специалист по камеральной обработке,https://kazan.hh.ru/vacancy/46880787?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
636,"Продавец-кассир (Кемерово, Химиков, 41)",https://kazan.hh.ru/vacancy/44885867?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,23700.0,27255.0,руб.
637,"Продавец-кассир (Волжский, Химиков, 1)",https://kazan.hh.ru/vacancy/41715467?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,18900.0,24500.0,руб.
638,Менеджер по продажам инновационных полимеров,https://kazan.hh.ru/vacancy/46944470?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,100000.0,,руб.
639,Машинист компрессорных установок Кислородной станции,https://kazan.hh.ru/vacancy/46971708?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,20000.0,,руб.
640,Грузчик (склад Химиков),https://kazan.hh.ru/vacancy/44878852?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,40000.0,45000.0,руб.
641,Стажёр в отдел маркетинга и продаж,https://kazan.hh.ru/vacancy/46681589?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,15000.0,30000.0,руб.
642,Менеджер по закупкам,https://kazan.hh.ru/vacancy/46409261?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,60000.0,,руб.
643,Менеджер торгового зала,https://kazan.hh.ru/vacancy/37232537?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
644,Junior Software Engineer,https://kazan.hh.ru/vacancy/26298983?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,55000.0,77000.0,руб.
645,Консультант,https://kazan.hh.ru/vacancy/36863367?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,29000.0,,руб.
646,Бригадир,https://kazan.hh.ru/vacancy/47001405?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
647,Кладовщик-комплектовщик,https://kazan.hh.ru/vacancy/46833797?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,48000.0,68000.0,руб.
648,Менеджер по персоналу,https://kazan.hh.ru/vacancy/46932602?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
649,Секретарь,https://kazan.hh.ru/vacancy/46386221?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,55000.0,руб.
650,QA trainee / Junior QA Engineer,https://kazan.hh.ru/vacancy/47008684?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
651,"Инженер-проектировщик (1, 2 категории) отдела автоматизации",https://kazan.hh.ru/vacancy/38420545?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
652,Ведущий инженер-проектировщик отдела автоматизации,https://kazan.hh.ru/vacancy/38420905?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
653,"Администратор магазина (Нижнекамск, Химиков, 50)",https://kazan.hh.ru/vacancy/46883009?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,28000.0,35000.0,руб.
654,Заместитель начальника участка ГЛФ,https://kazan.hh.ru/vacancy/45631840?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
655,Директор департамента контроля качества,https://kazan.hh.ru/vacancy/45564978?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
656,Главный бухгалтер,https://kazan.hh.ru/vacancy/44151884?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
657,Управляющий столовой/ кафе,https://kazan.hh.ru/vacancy/45996738?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,40000.0,,руб.
658,Менеджер по продажам,https://kazan.hh.ru/vacancy/46490787?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,65000.0,70000.0,руб.
659,Помощник руководителя/офис-менеджер,https://kazan.hh.ru/vacancy/46850708?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,45000.0,65000.0,руб.
660,"Продавец-кассир (Химик СНТ, , 108)",https://kazan.hh.ru/vacancy/44700619?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,31000.0,33000.0,руб.
661,Администратор,https://kazan.hh.ru/vacancy/46873922?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,22000.0,40000.0,руб.
662,Менеджер по продажам,https://kazan.hh.ru/vacancy/46119192?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,100000.0,,руб.
663,"Продавец-кассир (Верхнеднепровский, Верхнеднепровский, Химиков, 7Б)",https://kazan.hh.ru/vacancy/42564826?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,18315.0,22894.0,руб.
664,"Продавец-консультант Mixit (ТРЦ ""РИО"")",https://kazan.hh.ru/vacancy/46872954?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,23000.0,28000.0,руб.
665,Технолог по производству/разработке табачной базы,https://kazan.hh.ru/vacancy/46868285?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
666,Инженер-наставник,https://kazan.hh.ru/vacancy/46870480?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
667,Инженер-наставник,https://kazan.hh.ru/vacancy/46870479?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
668,Инженер-наставник,https://kazan.hh.ru/vacancy/46870481?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
669,Инженер-химик (water technologies),https://kazan.hh.ru/vacancy/46866469?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
670,Преподаватель ОБЖ и физкультуры,https://kazan.hh.ru/vacancy/46088509?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,15000.0,,руб.
671,Кладовщик,https://kazan.hh.ru/vacancy/46870649?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
672,Инженер ППР по оборудованию,https://kazan.hh.ru/vacancy/46869369?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
673,Инженер-лаборант (группа испытаний воды),https://kazan.hh.ru/vacancy/46773135?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,35000.0,45000.0,руб.
674,"Руководитель R&D подразделений, регистрации и внедрения лекарственных препаратов",https://kazan.hh.ru/vacancy/45383426?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
675,Инженер по трубопроводам,https://kazan.hh.ru/vacancy/46869271?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
676,Микробиолог,https://kazan.hh.ru/vacancy/44193213?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
677,Ведущий инженер химико-аналитического отдела,https://kazan.hh.ru/vacancy/38060925?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
678,Техник-лаборант,https://kazan.hh.ru/vacancy/46295780?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,50000.0,60000.0,руб.
679,Менеджер по продажам B2B,https://kazan.hh.ru/vacancy/46580302?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,80000.0,,руб.
680,Ведущий инженер-технолог,https://kazan.hh.ru/vacancy/46128587?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
681,Ведущий инженер-технолог,https://kazan.hh.ru/vacancy/44571411?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
682,Ведущий инженер группы валидации отдела разработки аналитических методик,https://kazan.hh.ru/vacancy/41697111?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
683,Инженер по экологической безопасности атмосферного воздуха,https://kazan.hh.ru/vacancy/42942706?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
684,Заместитель генерального директора по науке,https://kazan.hh.ru/vacancy/43464295?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
685,"Менеджер по разработкам и производственным исследованиям, Белгород",https://kazan.hh.ru/vacancy/46864499?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
686,Ведущий инженер-технолог по трансферу,https://kazan.hh.ru/vacancy/45663527?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
687,Начальник химико-аналитической лаборатории,https://kazan.hh.ru/vacancy/46835334?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
688,Руководитель группы испытаний воды,https://kazan.hh.ru/vacancy/44807902?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,45000.0,,руб.
689,Инженер 1 категории отдела разработки аналитических методик,https://kazan.hh.ru/vacancy/44173352?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
690,Инженер-химик 1 категории в филиал Сокольнический вагоноремонтно-строительный завод,https://kazan.hh.ru/vacancy/41147456?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,33500.0,,руб.
691,Заместитель начальника химико-аналитической лаборатории,https://kazan.hh.ru/vacancy/46835338?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
692,Специалист по сертификации,https://kazan.hh.ru/vacancy/45562370?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
693,Эколог в группу выездных работ,https://kazan.hh.ru/vacancy/41625315?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,35000.0,200000.0,руб.
694,"Продавец-кассир (Волжский, Химиков, 10Б)",https://kazan.hh.ru/vacancy/45910958?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,18900.0,24500.0,руб.
695,Инженер-технолог,https://kazan.hh.ru/vacancy/42688937?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
696,Главный технолог,https://kazan.hh.ru/vacancy/45838794?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,80000.0,80000.0,руб.
697,Заместитель начальника цеха твердых лекарственных форм,https://kazan.hh.ru/vacancy/46865350?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
698,Инженер-технолог,https://kazan.hh.ru/vacancy/46840119?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,55000.0,,руб.
699,"Разработчик жидкости для электронных сигарет, вейпинга",https://kazan.hh.ru/vacancy/46866142?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,90000.0,,руб.
700,Инженер-технолог по термообработке,https://kazan.hh.ru/vacancy/46829836?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
701,Специалист по валидации,https://kazan.hh.ru/vacancy/46828125?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
702,Технолог,https://kazan.hh.ru/vacancy/46670367?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,40000.0,60000.0,руб.
703,Инженер по качеству 1 категории,https://kazan.hh.ru/vacancy/38265566?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,24150.0,,руб.
704,Руководитель проектов,https://kazan.hh.ru/vacancy/46449343?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
705,"Ведущий специалист по проектам/технолог (GMP, трансфер технологий ТЛФ/ЖЛФ)",https://kazan.hh.ru/vacancy/46832008?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
706,Начальник опытно-промышленного участка,https://kazan.hh.ru/vacancy/44967712?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
707,Помощник генерального директора,https://kazan.hh.ru/vacancy/46856397?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
708,Администратор,https://kazan.hh.ru/vacancy/44345965?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,18000.0,,руб.
709,"Продавец-кассир (Нижнекамск, Химиков, 50)",https://kazan.hh.ru/vacancy/44163216?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,24000.0,28000.0,руб.
710,Химик начального уровня,https://kazan.hh.ru/vacancy/46802053?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,25000.0,30000.0,руб.
711,Эксперт/Специалист (моделирование технологических процессов),https://kazan.hh.ru/vacancy/46832086?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
712,Начальник химической лаборатории [id 107941],https://kazan.hh.ru/vacancy/46085198?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
713,"HR-Manager в единственном лице (В сфере строительства, город Москва, Капотня)",https://kazan.hh.ru/vacancy/46860862?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
714,Ведущий биотехнолог (по очистке биологических ЛС),https://kazan.hh.ru/vacancy/46796390?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
715,Плавильщик,https://kazan.hh.ru/vacancy/46700770?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,33300.0,35000.0,руб.
716,Менеджер по проектам научно-исследовательских работ,https://kazan.hh.ru/vacancy/43851100?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
717,Специалист отдела контроля качества,https://kazan.hh.ru/vacancy/46254083?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
718,Инженер-технолог 1 категории химико-технологической службы,https://kazan.hh.ru/vacancy/46790591?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,50000.0,,руб.
719,Machine Learning Engineer / Data Scientist,https://kazan.hh.ru/vacancy/46853984?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
720,Продавец-универсал,https://kazan.hh.ru/vacancy/46829355?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
721,Инженер ППР (электромонтажные работы),https://kazan.hh.ru/vacancy/46811730?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
722,Дезинфектор на пищевое предприятие,https://kazan.hh.ru/vacancy/46774264?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
723,"Региональный менеджер по направлению Life science (биохимик, молекулярный биолог)",https://kazan.hh.ru/vacancy/38060610?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
724,Инженер-исследователь,https://kazan.hh.ru/vacancy/38086786?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
725,Оператор ТЛФ/субстанции,https://kazan.hh.ru/vacancy/46792363?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
726,"Региональный менеджер по направлению Life science (биохимик, молекулярный биолог)",https://kazan.hh.ru/vacancy/43157048?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
727,Оператор ТЛФ/субстанции,https://kazan.hh.ru/vacancy/46792357?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
728,Водитель погрузчика,https://kazan.hh.ru/vacancy/45953675?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,35000.0,35000.0,руб.
729,Оператор ТЛФ/субстанции,https://kazan.hh.ru/vacancy/46792364?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
730,"Администратор магазина (Нижнекамск, Химиков, 10)",https://kazan.hh.ru/vacancy/44538668?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,28000.0,35000.0,руб.
731,Оператор ТЛФ/субстанции,https://kazan.hh.ru/vacancy/46792360?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
732,Оператор ТЛФ/субстанции,https://kazan.hh.ru/vacancy/46792367?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
733,Специалист направления продаж лабораторной мебели,https://kazan.hh.ru/vacancy/46794345?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,70000.0,,руб.
734,Оператор ТЛФ/субстанции,https://kazan.hh.ru/vacancy/46792368?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
735,Оператор ТЛФ/субстанции,https://kazan.hh.ru/vacancy/46792358?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
736,Главный метролог,https://kazan.hh.ru/vacancy/41075719?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
737,"Пекарь (Нижнекамск, Химиков, 10)",https://kazan.hh.ru/vacancy/46394101?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,24000.0,28000.0,руб.
738,Оператор ТЛФ/субстанции,https://kazan.hh.ru/vacancy/46792359?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
739,Технический специалист (химия) с английским языком,https://kazan.hh.ru/vacancy/46766741?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,120000.0,130000.0,руб.
740,Инженер по буровым растворам,https://kazan.hh.ru/vacancy/46770415?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
741,Кладовщик,https://kazan.hh.ru/vacancy/46777507?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
742,"Продавец (Рошаль, улица Химиков, 12Б)",https://kazan.hh.ru/vacancy/40508029?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,10000.0,25000.0,руб.
743,Ведущий инженер проекта,https://kazan.hh.ru/vacancy/39131506?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
744,Эксперт по обеспечению качества,https://kazan.hh.ru/vacancy/46746128?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
745,Гальваник,https://kazan.hh.ru/vacancy/46744430?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,40000.0,,руб.
746,Инженер - химик 1 категории (Юрубчено-Тохомское местрождение),https://kazan.hh.ru/vacancy/46748434?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
747,Инженер по монтажу металлоконструкций,https://kazan.hh.ru/vacancy/46777701?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
748,Главный специалист оптимизации технологических процессов,https://kazan.hh.ru/vacancy/46767398?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,95000.0,руб.
749,Инженер по сварке,https://kazan.hh.ru/vacancy/46173124?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
750,Мастер строительно-монтажных работ,https://kazan.hh.ru/vacancy/46764197?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,60000.0,100000.0,руб.
751,Инженер-лаборант/эксперт (Лаборатория иммунологии),https://kazan.hh.ru/vacancy/46728741?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,72000.0,83000.0,руб.
752,Заместитель начальника отдела (ОТ / ПБ / ООС),https://kazan.hh.ru/vacancy/46135728?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
753,Переводчик с китайского языка,https://kazan.hh.ru/vacancy/46777565?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
754,Мастер строительных и монтажных работ,https://kazan.hh.ru/vacancy/46763813?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,60000.0,100000.0,руб.
755,Менеджер по продажам,https://kazan.hh.ru/vacancy/46788929?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,60000.0,,руб.
756,R&D-специалист по латексам,https://kazan.hh.ru/vacancy/46734054?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
757,Менеджер по работе с клиентами,https://kazan.hh.ru/vacancy/46790795?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,40000.0,200000.0,руб.
758,R&D-специалист по латексам,https://kazan.hh.ru/vacancy/46734203?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
759,Инженер-технолог 3 категории(БИиПТ),https://kazan.hh.ru/vacancy/46545262?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
760,Слесарь-ремонтник (Московская область),https://kazan.hh.ru/vacancy/46783206?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,80000.0,,руб.
761,"Мастер по входному контролю, контрольно-аналитической лаборатории",https://kazan.hh.ru/vacancy/46689705?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
762,Руководитель отдела аналитических исследований (R&D),https://kazan.hh.ru/vacancy/46272448?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
763,Специалист по оптовым продажам,https://kazan.hh.ru/vacancy/46768072?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,80000.0,,руб.
764,Технолог,https://kazan.hh.ru/vacancy/36851008?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,20000.0,22000.0,руб.
765,Термист 4 разряда,https://kazan.hh.ru/vacancy/46756754?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,51000.0,,руб.
766,Мастер смены БХТММ,https://kazan.hh.ru/vacancy/46736425?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
767,Термист 4 разряда,https://kazan.hh.ru/vacancy/46756832?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,51000.0,,руб.
768,Мастер смены БХТММ,https://kazan.hh.ru/vacancy/46736427?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
769,Инженер-конструктор,https://kazan.hh.ru/vacancy/46740214?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,60000.0,80000.0,руб.
770,Слесарь-ремонтник (Московская область),https://kazan.hh.ru/vacancy/46783205?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,80000.0,,руб.
771,Заместитель начальника лаборатории,https://kazan.hh.ru/vacancy/46426838?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
772,Технолог 1 категории (По термической обработке),https://kazan.hh.ru/vacancy/46714595?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,32475.0,,руб.
773,Инженер-технолог (химик),https://kazan.hh.ru/vacancy/46685393?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,40000.0,45000.0,руб.
774,Медицинский представитель,https://kazan.hh.ru/vacancy/46726557?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,35000.0,50000.0,руб.
775,Инженер-технолог (ЛКМ),https://kazan.hh.ru/vacancy/45249771?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,55000.0,60000.0,руб.
776,Инженер по хроматографическому анализу,https://kazan.hh.ru/vacancy/46367947?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
777,Начальник лаборатории,https://kazan.hh.ru/vacancy/46690716?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,35000.0,35000.0,руб.
778,Оператор производства древесной массы из щепы,https://kazan.hh.ru/vacancy/46735385?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
779,Инженер-технолог,https://kazan.hh.ru/vacancy/43791126?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
